Date	Day	Time	Pred(Ft)	Pred(cm)	High/Low
2017/10/02	Mon	04:32 AM	0.70	21	L
2017/10/02	Mon	11:06 AM	7.22	220	H
2017/10/02	Mon	04:49 PM	2.33	71	L
2017/10/02	Mon	10:47 PM	7.61	232	H
2017/10/03	Tue	05:10 AM	0.55	17	L
2017/10/03	Tue	11:37 AM	7.67	234	H
2017/10/03	Tue	05:30 PM	1.67	51	L
2017/10/03	Tue	11:33 PM	7.91	241	H
2017/10/04	Wed	05:47 AM	0.51	16	L
2017/10/04	Wed	12:08 PM	8.13	248	H
2017/10/04	Wed	06:09 PM	1.00	30	L
2017/10/05	Thu	12:18 AM	8.12	247	H
2017/10/05	Thu	06:23 AM	0.60	18	L
2017/10/05	Thu	12:39 PM	8.56	261	H
2017/10/05	Thu	06:50 PM	0.38	12	L
2017/10/06	Fri	01:03 AM	8.20	250	H
2017/10/06	Fri	06:59 AM	0.85	26	L
2017/10/06	Fri	01:12 PM	8.91	272	H
2017/10/06	Fri	07:32 PM	-0.12	-4	L
2017/10/07	Sat	01:51 AM	8.13	248	H
2017/10/07	Sat	07:37 AM	1.23	37	L
2017/10/07	Sat	01:48 PM	9.13	278	H
2017/10/07	Sat	08:17 PM	-0.46	-14	L
2017/10/08	Sun	02:41 AM	7.90	241	H
2017/10/08	Sun	08:18 AM	1.72	52	L
2017/10/08	Sun	02:27 PM	9.19	280	H
2017/10/08	Sun	09:05 PM	-0.60	-18	L
2017/10/09	Mon	03:35 AM	7.55	230	H
2017/10/09	Mon	09:02 AM	2.26	69	L
2017/10/09	Mon	03:10 PM	9.06	276	H
2017/10/09	Mon	09:58 PM	-0.55	-17	L
2017/10/10	Tue	04:36 AM	7.17	219	H
2017/10/10	Tue	09:53 AM	2.80	85	L
2017/10/10	Tue	03:59 PM	8.75	267	H
2017/10/10	Tue	10:58 PM	-0.36	-11	L
2017/10/11	Wed	05:45 AM	6.87	209	H
2017/10/11	Wed	10:55 AM	3.24	99	L
2017/10/11	Wed	04:57 PM	8.31	253	H
2017/10/12	Thu	12:04 AM	-0.11	-3	L
2017/10/12	Thu	07:00 AM	6.78	207	H
2017/10/12	Thu	12:11 PM	3.46	105	L
2017/10/12	Thu	06:08 PM	7.88	240	H
2017/10/13	Fri	01:14 AM	0.08	2	L
2017/10/13	Fri	08:13 AM	6.95	212	H
2017/10/13	Fri	01:36 PM	3.33	101	L
2017/10/13	Fri	07:27 PM	7.59	231	H
2017/10/14	Sat	02:22 AM	0.19	6	L
2017/10/14	Sat	09:15 AM	7.30	223	H
2017/10/14	Sat	02:53 PM	2.84	87	L
2017/10/14	Sat	08:45 PM	7.54	230	H
2017/10/15	Sun	03:23 AM	0.26	8	L
2017/10/15	Sun	10:06 AM	7.71	235	H
2017/10/15	Sun	03:57 PM	2.18	66	L
2017/10/15	Sun	09:53 PM	7.63	233	H
2017/10/16	Mon	04:16 AM	0.37	11	L
2017/10/16	Mon	10:49 AM	8.10	247	H
2017/10/16	Mon	04:50 PM	1.48	45	L
2017/10/16	Mon	10:52 PM	7.75	236	H
2017/10/17	Tue	05:02 AM	0.56	17	L
2017/10/17	Tue	11:26 AM	8.42	257	H
2017/10/17	Tue	05:36 PM	0.86	26	L
2017/10/17	Tue	11:44 PM	7.82	238	H
2017/10/18	Wed	05:43 AM	0.85	26	L
2017/10/18	Wed	12:01 PM	8.65	264	H
2017/10/18	Wed	06:18 PM	0.37	11	L
2017/10/19	Thu	12:32 AM	7.81	238	H
2017/10/19	Thu	06:21 AM	1.23	37	L
2017/10/19	Thu	12:34 PM	8.76	267	H
2017/10/19	Thu	06:57 PM	0.04	1	L
2017/10/20	Fri	01:16 AM	7.71	235	H
2017/10/20	Fri	06:57 AM	1.66	51	L
2017/10/20	Fri	01:05 PM	8.74	266	H
2017/10/20	Fri	07:35 PM	-0.13	-4	L
2017/10/21	Sat	02:00 AM	7.54	230	H
2017/10/21	Sat	07:32 AM	2.13	65	L
2017/10/21	Sat	01:35 PM	8.62	263	H
2017/10/21	Sat	08:12 PM	-0.15	-5	L
2017/10/22	Sun	02:43 AM	7.30	223	H
2017/10/22	Sun	08:07 AM	2.61	80	L
2017/10/22	Sun	02:06 PM	8.39	256	H
2017/10/22	Sun	08:50 PM	-0.03	-1	L
2017/10/23	Mon	03:27 AM	7.02	214	H
2017/10/23	Mon	08:43 AM	3.06	93	L
2017/10/23	Mon	02:38 PM	8.08	246	H
2017/10/23	Mon	09:30 PM	0.19	6	L
2017/10/24	Tue	04:15 AM	6.72	205	H
2017/10/24	Tue	09:22 AM	3.48	106	L
2017/10/24	Tue	03:13 PM	7.70	235	H
2017/10/24	Tue	10:14 PM	0.48	15	L
2017/10/25	Wed	05:09 AM	6.46	197	H
2017/10/25	Wed	10:09 AM	3.83	117	L
2017/10/25	Wed	03:54 PM	7.28	222	H
2017/10/25	Wed	11:03 PM	0.79	24	L
2017/10/26	Thu	06:10 AM	6.30	192	H
2017/10/26	Thu	11:07 AM	4.07	124	L
2017/10/26	Thu	04:44 PM	6.85	209	H
2017/10/26	Thu	11:59 PM	1.04	32	L
2017/10/27	Fri	07:15 AM	6.31	192	H
2017/10/27	Fri	12:22 PM	4.10	125	L
2017/10/27	Fri	05:49 PM	6.50	198	H
2017/10/28	Sat	01:00 AM	1.20	37	L
2017/10/28	Sat	08:14 AM	6.50	198	H
2017/10/28	Sat	01:41 PM	3.85	117	L
2017/10/28	Sat	07:05 PM	6.33	193	H
2017/10/29	Sun	01:59 AM	1.24	38	L
2017/10/29	Sun	09:02 AM	6.82	208	H
2017/10/29	Sun	02:47 PM	3.33	101	L
2017/10/29	Sun	08:20 PM	6.40	195	H
2017/10/30	Mon	02:52 AM	1.22	37	L
2017/10/30	Mon	09:41 AM	7.25	221	H
2017/10/30	Mon	03:39 PM	2.63	80	L
2017/10/30	Mon	09:26 PM	6.66	203	H
2017/10/31	Tue	03:40 AM	1.19	36	L
2017/10/31	Tue	10:15 AM	7.76	237	H
2017/10/31	Tue	04:25 PM	1.82	55	L
2017/10/31	Tue	10:23 PM	7.02	214	H
2017/11/01	Wed	04:23 AM	1.21	37	L
2017/11/01	Wed	10:49 AM	8.31	253	H
2017/11/01	Wed	05:07 PM	0.95	29	L
2017/11/01	Wed	11:15 PM	7.39	225	H
2017/11/02	Thu	05:04 AM	1.30	40	L
2017/11/02	Thu	11:23 AM	8.86	270	H
2017/11/02	Thu	05:49 PM	0.11	3	L
2017/11/03	Fri	12:05 AM	7.70	235	H
2017/11/03	Fri	05:45 AM	1.48	45	L
2017/11/03	Fri	11:58 AM	9.35	285	H
2017/11/03	Fri	06:31 PM	-0.63	-19	L
2017/11/04	Sat	12:55 AM	7.91	241	H
2017/11/04	Sat	06:26 AM	1.74	53	L
2017/11/04	Sat	12:35 PM	9.71	296	H
2017/11/04	Sat	07:15 PM	-1.18	-36	L
2017/11/05	Sun	01:45 AM	7.99	244	H
2017/11/05	Sun	06:09 AM	2.08	63	L
2017/11/05	Sun	12:15 PM	9.89	301	H
2017/11/05	Sun	07:02 PM	-1.49	-45	L
2017/11/06	Mon	01:37 AM	7.92	241	H
2017/11/06	Mon	06:55 AM	2.45	75	L
2017/11/06	Mon	12:58 PM	9.82	299	H
2017/11/06	Mon	07:51 PM	-1.52	-46	L
2017/11/07	Tue	02:32 AM	7.76	237	H
2017/11/07	Tue	07:45 AM	2.84	87	L
2017/11/07	Tue	01:45 PM	9.50	290	H
2017/11/07	Tue	08:43 PM	-1.31	-40	L
2017/11/08	Wed	03:31 AM	7.56	230	H
2017/11/08	Wed	08:42 AM	3.19	97	L
2017/11/08	Wed	02:37 PM	8.96	273	H
2017/11/08	Wed	09:39 PM	-0.91	-28	L
2017/11/09	Thu	04:35 AM	7.43	226	H
2017/11/09	Thu	09:49 AM	3.41	104	L
2017/11/09	Thu	03:39 PM	8.28	252	H
2017/11/09	Thu	10:40 PM	-0.41	-12	L
2017/11/10	Fri	05:42 AM	7.44	227	H
2017/11/10	Fri	11:08 AM	3.40	104	L
2017/11/10	Fri	04:50 PM	7.60	232	H
2017/11/10	Fri	11:45 PM	0.08	2	L
2017/11/11	Sat	06:46 AM	7.62	232	H
2017/11/11	Sat	12:32 PM	3.07	94	L
2017/11/11	Sat	06:12 PM	7.09	216	H
2017/11/12	Sun	12:49 AM	0.53	16	L
2017/11/12	Sun	07:43 AM	7.91	241	H
2017/11/12	Sun	01:47 PM	2.46	75	L
2017/11/12	Sun	07:33 PM	6.85	209	H
2017/11/13	Mon	01:48 AM	0.92	28	L
2017/11/13	Mon	08:32 AM	8.25	251	H
2017/11/13	Mon	02:49 PM	1.74	53	L
2017/11/13	Mon	08:45 PM	6.85	209	H
2017/11/14	Tue	02:42 AM	1.29	39	L
2017/11/14	Tue	09:14 AM	8.55	261	H
2017/11/14	Tue	03:41 PM	1.04	32	L
2017/11/14	Tue	09:47 PM	6.95	212	H
2017/11/15	Wed	03:29 AM	1.66	51	L
2017/11/15	Wed	09:52 AM	8.79	268	H
2017/11/15	Wed	04:25 PM	0.45	14	L
2017/11/15	Wed	10:41 PM	7.08	216	H
2017/11/16	Thu	04:11 AM	2.03	62	L
2017/11/16	Thu	10:26 AM	8.93	272	H
2017/11/16	Thu	05:05 PM	0.01	0	L
2017/11/16	Thu	11:28 PM	7.19	219	H
2017/11/17	Fri	04:50 AM	2.40	73	L
2017/11/17	Fri	10:58 AM	8.98	274	H
2017/11/17	Fri	05:42 PM	-0.28	-9	L
2017/11/18	Sat	12:12 AM	7.25	221	H
2017/11/18	Sat	05:27 AM	2.74	84	L
2017/11/18	Sat	11:29 AM	8.95	273	H
2017/11/18	Sat	06:17 PM	-0.43	-13	L
2017/11/19	Sun	12:53 AM	7.25	221	H
2017/11/19	Sun	06:03 AM	3.06	93	L
2017/11/19	Sun	12:00 PM	8.83	269	H
2017/11/19	Sun	06:52 PM	-0.45	-14	L
2017/11/20	Mon	01:34 AM	7.20	219	H
2017/11/20	Mon	06:39 AM	3.35	102	L
2017/11/20	Mon	12:31 PM	8.62	263	H
2017/11/20	Mon	07:27 PM	-0.35	-11	L
2017/11/21	Tue	02:15 AM	7.09	216	H
2017/11/21	Tue	07:16 AM	3.62	110	L
2017/11/21	Tue	01:04 PM	8.34	254	H
2017/11/21	Tue	08:04 PM	-0.16	-5	L
2017/11/22	Wed	02:58 AM	6.96	212	H
2017/11/22	Wed	07:56 AM	3.85	117	L
2017/11/22	Wed	01:39 PM	7.98	243	H
2017/11/22	Wed	08:44 PM	0.10	3	L
2017/11/23	Thu	03:45 AM	6.84	208	H
2017/11/23	Thu	08:42 AM	4.04	123	L
2017/11/23	Thu	02:18 PM	7.55	230	H
2017/11/23	Thu	09:26 PM	0.40	12	L
2017/11/24	Fri	04:35 AM	6.79	207	H
2017/11/24	Fri	09:37 AM	4.14	126	L
2017/11/24	Fri	03:05 PM	7.09	216	H
2017/11/24	Fri	10:13 PM	0.72	22	L
2017/11/25	Sat	05:27 AM	6.84	208	H
2017/11/25	Sat	10:45 AM	4.08	124	L
2017/11/25	Sat	04:02 PM	6.62	202	H
2017/11/25	Sat	11:03 PM	1.03	31	L
2017/11/26	Sun	06:17 AM	7.03	214	H
2017/11/26	Sun	11:59 AM	3.78	115	L
2017/11/26	Sun	05:15 PM	6.25	190	H
2017/11/26	Sun	11:56 PM	1.32	40	L
2017/11/27	Mon	07:03 AM	7.36	224	H
2017/11/27	Mon	01:08 PM	3.19	97	L
2017/11/27	Mon	06:35 PM	6.10	186	H
2017/11/28	Tue	12:50 AM	1.57	48	L
2017/11/28	Tue	07:44 AM	7.82	238	H
2017/11/28	Tue	02:07 PM	2.39	73	L
2017/11/28	Tue	07:51 PM	6.22	190	H
2017/11/29	Wed	01:43 AM	1.79	55	L
2017/11/29	Wed	08:24 AM	8.37	255	H
2017/11/29	Wed	02:57 PM	1.45	44	L
2017/11/29	Wed	08:59 PM	6.54	199	H
2017/11/30	Thu	02:34 AM	2.00	61	L
2017/11/30	Thu	09:02 AM	8.97	273	H
2017/11/30	Thu	03:44 PM	0.47	14	L
2017/11/30	Thu	09:59 PM	6.96	212	H
2017/12/01	Fri	03:23 AM	2.19	67	L
2017/12/01	Fri	09:42 AM	9.55	291	H
2017/12/01	Fri	04:29 PM	-0.45	-14	L
2017/12/01	Fri	10:55 PM	7.38	225	H
2017/12/02	Sat	04:11 AM	2.38	73	L
2017/12/02	Sat	10:23 AM	10.05	306	H
2017/12/02	Sat	05:15 PM	-1.22	-37	L
2017/12/02	Sat	11:47 PM	7.73	236	H
2017/12/03	Sun	04:59 AM	2.56	78	L
2017/12/03	Sun	11:06 AM	10.38	316	H
2017/12/03	Sun	06:01 PM	-1.76	-54	L
2017/12/04	Mon	12:39 AM	7.97	243	H
2017/12/04	Mon	05:48 AM	2.73	83	L
2017/12/04	Mon	11:51 AM	10.49	320	H
2017/12/04	Mon	06:48 PM	-2.00	-61	L
2017/12/05	Tue	01:30 AM	8.08	246	H
2017/12/05	Tue	06:39 AM	2.90	88	L
2017/12/05	Tue	12:39 PM	10.32	315	H
2017/12/05	Tue	07:37 PM	-1.94	-59	L
2017/12/06	Wed	02:23 AM	8.10	247	H
2017/12/06	Wed	07:33 AM	3.06	93	L
2017/12/06	Wed	01:29 PM	9.87	301	H
2017/12/06	Wed	08:27 PM	-1.61	-49	L
2017/12/07	Thu	03:17 AM	8.07	246	H
2017/12/07	Thu	08:32 AM	3.19	97	L
2017/12/07	Thu	02:23 PM	9.18	280	H
2017/12/07	Thu	09:19 PM	-1.06	-32	L
2017/12/08	Fri	04:13 AM	8.05	245	H
2017/12/08	Fri	09:39 AM	3.23	98	L
2017/12/08	Fri	03:23 PM	8.33	254	H
2017/12/08	Fri	10:13 PM	-0.38	-12	L
2017/12/09	Sat	05:11 AM	8.09	247	H
2017/12/09	Sat	10:54 AM	3.12	95	L
2017/12/09	Sat	04:32 PM	7.46	227	H
2017/12/09	Sat	11:10 PM	0.36	11	L
2017/12/10	Sun	06:08 AM	8.21	250	H
2017/12/10	Sun	12:13 PM	2.77	84	L
2017/12/10	Sun	05:51 PM	6.76	206	H
2017/12/11	Mon	12:08 AM	1.09	33	L
2017/12/11	Mon	07:02 AM	8.39	256	H
2017/12/11	Mon	01:28 PM	2.21	67	L
2017/12/11	Mon	07:14 PM	6.36	194	H
2017/12/12	Tue	01:06 AM	1.74	53	L
2017/12/12	Tue	07:52 AM	8.59	262	H
2017/12/12	Tue	02:32 PM	1.56	48	L
2017/12/12	Tue	08:33 PM	6.29	192	H
2017/12/13	Wed	02:02 AM	2.29	70	L
2017/12/13	Wed	08:36 AM	8.78	268	H
2017/12/13	Wed	03:25 PM	0.95	29	L
2017/12/13	Wed	09:40 PM	6.43	196	H
2017/12/14	Thu	02:54 AM	2.73	83	L
2017/12/14	Thu	09:16 AM	8.92	272	H
2017/12/14	Thu	04:10 PM	0.43	13	L
2017/12/14	Thu	10:36 PM	6.65	203	H
2017/12/15	Fri	03:40 AM	3.07	94	L
2017/12/15	Fri	09:53 AM	9.02	275	H
2017/12/15	Fri	04:50 PM	0.04	1	L
2017/12/15	Fri	11:24 PM	6.88	210	H
2017/12/16	Sat	04:23 AM	3.33	101	L
2017/12/16	Sat	10:28 AM	9.06	276	H
2017/12/16	Sat	05:26 PM	-0.23	-7	L
2017/12/17	Sun	12:06 AM	7.06	215	H
2017/12/17	Sun	05:03 AM	3.51	107	L
2017/12/17	Sun	11:01 AM	9.06	276	H
2017/12/17	Sun	06:01 PM	-0.39	-12	L
2017/12/18	Mon	12:44 AM	7.19	219	H
2017/12/18	Mon	05:40 AM	3.63	111	L
2017/12/18	Mon	11:34 AM	8.99	274	H
2017/12/18	Mon	06:34 PM	-0.45	-14	L
2017/12/19	Tue	01:21 AM	7.27	222	H
2017/12/19	Tue	06:18 AM	3.73	114	L
2017/12/19	Tue	12:08 PM	8.86	270	H
2017/12/19	Tue	07:08 PM	-0.42	-13	L
2017/12/20	Wed	01:58 AM	7.29	222	H
2017/12/20	Wed	06:56 AM	3.81	116	L
2017/12/20	Wed	12:42 PM	8.64	263	H
2017/12/20	Wed	07:43 PM	-0.29	-9	L
2017/12/21	Thu	02:35 AM	7.29	222	H
2017/12/21	Thu	07:36 AM	3.87	118	L
2017/12/21	Thu	01:18 PM	8.33	254	H
2017/12/21	Thu	08:18 PM	-0.09	-3	L
2017/12/22	Fri	03:14 AM	7.30	223	H
2017/12/22	Fri	08:20 AM	3.91	119	L
2017/12/22	Fri	01:56 PM	7.93	242	H
2017/12/22	Fri	08:54 PM	0.20	6	L
2017/12/23	Sat	03:54 AM	7.33	223	H
2017/12/23	Sat	09:10 AM	3.90	119	L
2017/12/23	Sat	02:40 PM	7.45	227	H
2017/12/23	Sat	09:33 PM	0.57	17	L
2017/12/24	Sun	04:35 AM	7.43	226	H
2017/12/24	Sun	10:08 AM	3.77	115	L
2017/12/24	Sun	03:32 PM	6.91	211	H
2017/12/24	Sun	10:15 PM	1.01	31	L
2017/12/25	Mon	05:18 AM	7.62	232	H
2017/12/25	Mon	11:15 AM	3.45	105	L
2017/12/25	Mon	04:37 PM	6.40	195	H
2017/12/25	Mon	11:01 PM	1.50	46	L
2017/12/26	Tue	06:02 AM	7.92	241	H
2017/12/26	Tue	12:24 PM	2.90	88	L
2017/12/26	Tue	05:56 PM	6.05	184	H
2017/12/26	Tue	11:53 PM	1.98	60	L
2017/12/27	Wed	06:48 AM	8.34	254	H
2017/12/27	Wed	01:30 PM	2.11	64	L
2017/12/27	Wed	07:21 PM	6.00	183	H
2017/12/28	Thu	12:50 AM	2.43	74	L
2017/12/28	Thu	07:34 AM	8.84	269	H
2017/12/28	Thu	02:28 PM	1.19	36	L
2017/12/28	Thu	08:40 PM	6.26	191	H
2017/12/29	Fri	01:50 AM	2.77	84	L
2017/12/29	Fri	08:21 AM	9.38	286	H
2017/12/29	Fri	03:22 PM	0.22	7	L
2017/12/29	Fri	09:47 PM	6.71	205	H
2017/12/30	Sat	02:48 AM	2.97	91	L
2017/12/30	Sat	09:09 AM	9.92	302	H
2017/12/30	Sat	04:12 PM	-0.67	-20	L
2017/12/30	Sat	10:46 PM	7.22	220	H
2017/12/31	Sun	03:45 AM	3.05	93	L
2017/12/31	Sun	09:58 AM	10.38	316	H
2017/12/31	Sun	05:01 PM	-1.42	-43	L
2017/12/31	Sun	11:41 PM	7.66	233	H
