Date,Day	Time	Pred(Ft)	Pred(cm)	High/Low
2017/10/02	Mon	05:52 AM	0.58	18	L
2017/10/02	Mon	12:22 PM	6.32	193	H
2017/10/02	Mon	06:12 PM	1.86	57	L
2017/10/03	Tue	12:08 AM	6.66	203	H
2017/10/03	Tue	06:32 AM	0.41	12	L
2017/10/03	Tue	12:56 PM	6.74	205	H
2017/10/03	Tue	06:53 PM	1.27	39	L
2017/10/04	Wed	12:54 AM	6.95	212	H
2017/10/04	Wed	07:10 AM	0.34	10	L
2017/10/04	Wed	01:29 PM	7.16	218	H
2017/10/04	Wed	07:33 PM	0.69	21	L
2017/10/05	Thu	01:40 AM	7.15	218	H
2017/10/05	Thu	07:46 AM	0.39	12	L
2017/10/05	Thu	02:02 PM	7.54	230	H
2017/10/05	Thu	08:14 PM	0.16	5	L
2017/10/06	Fri	02:25 AM	7.24	221	H
2017/10/06	Fri	08:23 AM	0.57	17	L
2017/10/06	Fri	02:36 PM	7.84	239	H
2017/10/06	Fri	08:55 PM	-0.26	-8	L
2017/10/07	Sat	03:11 AM	7.19	219	H
2017/10/07	Sat	09:01 AM	0.87	27	L
2017/10/07	Sat	03:11 PM	8.03	245	H
2017/10/07	Sat	09:39 PM	-0.53	-16	L
2017/10/08	Sun	04:00 AM	7.00	213	H
2017/10/08	Sun	09:41 AM	1.27	39	L
2017/10/08	Sun	03:50 PM	8.08	246	H
2017/10/08	Sun	10:26 PM	-0.63	-19	L
2017/10/09	Mon	04:52 AM	6.70	204	H
2017/10/09	Mon	10:25 AM	1.74	53	L
2017/10/09	Mon	04:32 PM	7.96	243	H
2017/10/09	Mon	11:18 PM	-0.54	-16	L
2017/10/10	Tue	05:51 AM	6.36	194	H
2017/10/10	Tue	11:15 AM	2.22	68	L
2017/10/10	Tue	05:21 PM	7.68	234	H
2017/10/11	Wed	12:15 AM	-0.33	-10	L
2017/10/11	Wed	06:57 AM	6.07	185	H
2017/10/11	Wed	12:15 PM	2.64	80	L
2017/10/11	Wed	06:19 PM	7.29	222	H
2017/10/12	Thu	01:20 AM	-0.06	-2	L
2017/10/12	Thu	08:10 AM	5.95	181	H
2017/10/12	Thu	01:29 PM	2.89	88	L
2017/10/12	Thu	07:29 PM	6.90	210	H
2017/10/13	Fri	02:30 AM	0.15	5	L
2017/10/13	Fri	09:24 AM	6.06	185	H
2017/10/13	Fri	02:54 PM	2.83	86	L
2017/10/13	Fri	08:47 PM	6.64	202	H
2017/10/14	Sat	03:40 AM	0.27	8	L
2017/10/14	Sat	10:29 AM	6.37	194	H
2017/10/14	Sat	04:13 PM	2.44	74	L
2017/10/14	Sat	10:05 PM	6.60	201	H
2017/10/15	Sun	04:43 AM	0.32	10	L
2017/10/15	Sun	11:23 AM	6.75	206	H
2017/10/15	Sun	05:18 PM	1.86	57	L
2017/10/15	Sun	11:13 PM	6.70	204	H
2017/10/16	Mon	05:37 AM	0.37	11	L
2017/10/16	Mon	12:08 PM	7.12	217	H
2017/10/16	Mon	06:12 PM	1.24	38	L
2017/10/17	Tue	12:13 AM	6.84	208	H
2017/10/17	Tue	06:25 AM	0.49	15	L
2017/10/17	Tue	12:48 PM	7.43	226	H
2017/10/17	Tue	06:59 PM	0.69	21	L
2017/10/18	Wed	01:05 AM	6.94	212	H
2017/10/18	Wed	07:07 AM	0.69	21	L
2017/10/18	Wed	01:24 PM	7.64	233	H
2017/10/18	Wed	07:41 PM	0.26	8	L
2017/10/19	Thu	01:52 AM	6.96	212	H
2017/10/19	Thu	07:45 AM	0.97	30	L
2017/10/19	Thu	01:57 PM	7.75	236	H
2017/10/19	Thu	08:20 PM	-0.02	-1	L
2017/10/20	Fri	02:36 AM	6.89	210	H
2017/10/20	Fri	08:22 AM	1.31	40	L
2017/10/20	Fri	02:29 PM	7.75	236	H
2017/10/20	Fri	08:57 PM	-0.16	-5	L
2017/10/21	Sat	03:18 AM	6.76	206	H
2017/10/21	Sat	08:57 AM	1.69	52	L
2017/10/21	Sat	03:00 PM	7.64	233	H
2017/10/21	Sat	09:34 PM	-0.16	-5	L
2017/10/22	Sun	03:59 AM	6.56	200	H
2017/10/22	Sun	09:32 AM	2.09	64	L
2017/10/22	Sun	03:31 PM	7.45	227	H
2017/10/22	Sun	10:11 PM	-0.04	-1	L
2017/10/23	Mon	04:42 AM	6.32	193	H
2017/10/23	Mon	10:08 AM	2.49	76	L
2017/10/23	Mon	04:03 PM	7.18	219	H
2017/10/23	Mon	10:50 PM	0.17	5	L
2017/10/24	Tue	05:27 AM	6.06	185	H
2017/10/24	Tue	10:46 AM	2.86	87	L
2017/10/24	Tue	04:38 PM	6.86	209	H
2017/10/24	Tue	11:32 PM	0.44	13	L
2017/10/25	Wed	06:17 AM	5.81	177	H
2017/10/25	Wed	11:30 AM	3.17	97	L
2017/10/25	Wed	05:18 PM	6.49	198	H
2017/10/26	Thu	12:20 AM	0.72	22	L
2017/10/26	Thu	07:14 AM	5.64	172	H
2017/10/26	Thu	12:26 PM	3.41	104	L
2017/10/26	Thu	06:08 PM	6.13	187	H
2017/10/27	Fri	01:14 AM	0.98	30	L
2017/10/27	Fri	08:16 AM	5.60	171	H
2017/10/27	Fri	01:37 PM	3.48	106	L
2017/10/27	Fri	07:12 PM	5.83	178	H
2017/10/28	Sat	02:15 AM	1.14	35	L
2017/10/28	Sat	09:18 AM	5.74	175	H
2017/10/28	Sat	02:55 PM	3.31	101	L
2017/10/28	Sat	08:26 PM	5.68	173	H
2017/10/29	Sun	03:16 AM	1.19	36	L
2017/10/29	Sun	10:10 AM	6.02	183	H
2017/10/29	Sun	04:03 PM	2.89	88	L
2017/10/29	Sun	09:39 PM	5.74	175	H
2017/10/30	Mon	04:12 AM	1.16	35	L
2017/10/30	Mon	10:55 AM	6.41	195	H
2017/10/30	Mon	04:58 PM	2.28	69	L
2017/10/30	Mon	10:45 PM	5.97	182	H
2017/10/31	Tue	05:02 AM	1.10	34	L
2017/10/31	Tue	11:33 AM	6.87	209	H
2017/10/31	Tue	05:46 PM	1.57	48	L
2017/10/31	Tue	11:42 PM	6.30	192	H
2017/11/01	Wed	05:47 AM	1.07	33	L
2017/11/01	Wed	12:10 PM	7.37	225	H
2017/11/01	Wed	06:29 PM	0.82	25	L
2017/11/02	Thu	12:35 AM	6.63	202	H
2017/11/02	Thu	06:29 AM	1.10	34	L
2017/11/02	Thu	12:45 PM	7.85	239	H
2017/11/02	Thu	07:12 PM	0.09	3	L
2017/11/03	Fri	01:25 AM	6.92	211	H
2017/11/03	Fri	07:10 AM	1.21	37	L
2017/11/03	Fri	01:22 PM	8.28	252	H
2017/11/03	Fri	07:54 PM	-0.55	-17	L
2017/11/04	Sat	02:14 AM	7.11	217	H
2017/11/04	Sat	07:52 AM	1.40	43	L
2017/11/04	Sat	01:59 PM	8.60	262	H
2017/11/04	Sat	08:38 PM	-1.01	-31	L
2017/11/05	Sun	02:04 AM	7.18	219	H
2017/11/05	Sun	07:35 AM	1.65	50	L
2017/11/05	Sun	01:39 PM	8.75	267	H
2017/11/05	Sun	08:23 PM	-1.26	-38	L
2017/11/06	Mon	02:55 AM	7.12	217	H
2017/11/06	Mon	08:20 AM	1.96	60	L
2017/11/06	Mon	02:22 PM	8.69	265	H
2017/11/06	Mon	09:11 PM	-1.27	-39	L
2017/11/07	Tue	03:48 AM	6.97	212	H
2017/11/07	Tue	09:09 AM	2.30	70	L
2017/11/07	Tue	03:09 PM	8.41	256	H
2017/11/07	Tue	10:02 PM	-1.06	-32	L
2017/11/08	Wed	04:46 AM	6.78	207	H
2017/11/08	Wed	10:04 AM	2.62	80	L
2017/11/08	Wed	04:01 PM	7.95	242	H
2017/11/08	Wed	10:57 PM	-0.69	-21	L
2017/11/09	Thu	05:48 AM	6.63	202	H
2017/11/09	Thu	11:09 AM	2.86	87	L
2017/11/09	Thu	05:01 PM	7.36	224	H
2017/11/09	Thu	11:58 PM	-0.23	-7	L
2017/11/10	Fri	06:53 AM	6.59	201	H
2017/11/10	Fri	12:25 PM	2.92	89	L
2017/11/10	Fri	06:12 PM	6.76	206	H
2017/11/11	Sat	01:02 AM	0.22	7	L
2017/11/11	Sat	07:58 AM	6.72	205	H
2017/11/11	Sat	01:48 PM	2.69	82	L
2017/11/11	Sat	07:31 PM	6.33	193	H
2017/11/12	Sun	02:07 AM	0.61	19	L
2017/11/12	Sun	08:58 AM	6.96	212	H
2017/11/12	Sun	03:04 PM	2.20	67	L
2017/11/12	Sun	08:50 PM	6.13	187	H
2017/11/13	Mon	03:09 AM	0.92	28	L
2017/11/13	Mon	09:49 AM	7.26	221	H
2017/11/13	Mon	04:08 PM	1.58	48	L
2017/11/13	Mon	10:03 PM	6.14	187	H
2017/11/14	Tue	04:04 AM	1.19	36	L
2017/11/14	Tue	10:34 AM	7.54	230	H
2017/11/14	Tue	05:00 PM	0.97	30	L
2017/11/14	Tue	11:05 PM	6.25	190	H
2017/11/15	Wed	04:53 AM	1.45	44	L
2017/11/15	Wed	11:13 AM	7.77	237	H
2017/11/15	Wed	05:45 PM	0.45	14	L
2017/11/15	Wed	11:58 PM	6.39	195	H
2017/11/16	Thu	05:36 AM	1.72	52	L
2017/11/16	Thu	11:49 AM	7.91	241	H
2017/11/16	Thu	06:25 PM	0.06	2	L
2017/11/17	Fri	12:45 AM	6.50	198	H
2017/11/17	Fri	06:16 AM	1.98	60	L
2017/11/17	Fri	12:22 PM	7.97	243	H
2017/11/17	Fri	07:02 PM	-0.20	-6	L
2017/11/18	Sat	01:28 AM	6.56	200	H
2017/11/18	Sat	06:53 AM	2.25	69	L
2017/11/18	Sat	12:54 PM	7.95	242	H
2017/11/18	Sat	07:38 PM	-0.32	-10	L
2017/11/19	Sun	02:08 AM	6.56	200	H
2017/11/19	Sun	07:29 AM	2.50	76	L
2017/11/19	Sun	01:26 PM	7.84	239	H
2017/11/19	Sun	08:13 PM	-0.33	-10	L
2017/11/20	Mon	02:48 AM	6.52	199	H
2017/11/20	Mon	08:05 AM	2.75	84	L
2017/11/20	Mon	01:57 PM	7.67	234	H
2017/11/20	Mon	08:48 PM	-0.25	-8	L
2017/11/21	Tue	03:28 AM	6.42	196	H
2017/11/21	Tue	08:42 AM	2.97	91	L
2017/11/21	Tue	02:30 PM	7.42	226	H
2017/11/21	Tue	09:24 PM	-0.07	-2	L
2017/11/22	Wed	04:09 AM	6.29	192	H
2017/11/22	Wed	09:21 AM	3.18	97	L
2017/11/22	Wed	03:05 PM	7.11	217	H
2017/11/22	Wed	10:03 PM	0.16	5	L
2017/11/23	Thu	04:54 AM	6.17	188	H
2017/11/23	Thu	10:04 AM	3.36	102	L
2017/11/23	Thu	03:43 PM	6.75	206	H
2017/11/23	Thu	10:44 PM	0.43	13	L
2017/11/24	Fri	05:42 AM	6.08	185	H
2017/11/24	Fri	10:56 AM	3.47	106	L
2017/11/24	Fri	04:29 PM	6.36	194	H
2017/11/24	Fri	11:30 PM	0.72	22	L
2017/11/25	Sat	06:33 AM	6.09	186	H
2017/11/25	Sat	12:00 PM	3.46	105	L
2017/11/25	Sat	05:26 PM	5.96	182	H
2017/11/26	Sun	12:20 AM	1.00	30	L
2017/11/26	Sun	07:25 AM	6.22	190	H
2017/11/26	Sun	01:13 PM	3.25	99	L
2017/11/26	Sun	06:37 PM	5.65	172	H
2017/11/27	Mon	01:15 AM	1.25	38	L
2017/11/27	Mon	08:15 AM	6.49	198	H
2017/11/27	Mon	02:23 PM	2.78	85	L
2017/11/27	Mon	07:54 PM	5.53	169	H
2017/11/28	Tue	02:12 AM	1.45	44	L
2017/11/28	Tue	09:00 AM	6.88	210	H
2017/11/28	Tue	03:24 PM	2.11	64	L
2017/11/28	Tue	09:09 PM	5.62	171	H
2017/11/29	Wed	03:07 AM	1.61	49	L
2017/11/29	Wed	09:43 AM	7.36	224	H
2017/11/29	Wed	04:16 PM	1.30	40	L
2017/11/29	Wed	10:17 PM	5.90	180	H
2017/11/30	Thu	03:59 AM	1.74	53	L
2017/11/30	Thu	10:25 AM	7.88	240	H
2017/11/30	Thu	05:05 PM	0.46	14	L
2017/11/30	Thu	11:17 PM	6.27	191	H
2017/12/01	Fri	04:49 AM	1.86	57	L
2017/12/01	Fri	11:06 AM	8.39	256	H
2017/12/01	Fri	05:51 PM	-0.34	-10	L
2017/12/02	Sat	12:12 AM	6.64	202	H
2017/12/02	Sat	05:38 AM	1.96	60	L
2017/12/02	Sat	11:48 AM	8.82	269	H
2017/12/02	Sat	06:37 PM	-1.00	-30	L
2017/12/03	Sun	01:05 AM	6.94	212	H
2017/12/03	Sun	06:26 AM	2.07	63	L
2017/12/03	Sun	12:31 PM	9.11	278	H
2017/12/03	Sun	07:23 PM	-1.46	-45	L
2017/12/04	Mon	01:56 AM	7.15	218	H
2017/12/04	Mon	07:14 AM	2.19	67	L
2017/12/04	Mon	01:16 PM	9.20	280	H
2017/12/04	Mon	08:09 PM	-1.66	-51	L
2017/12/05	Tue	02:47 AM	7.24	221	H
2017/12/05	Tue	08:04 AM	2.32	71	L
2017/12/05	Tue	02:04 PM	9.06	276	H
2017/12/05	Tue	08:57 PM	-1.61	-49	L
2017/12/06	Wed	03:39 AM	7.25	221	H
2017/12/06	Wed	08:57 AM	2.46	75	L
2017/12/06	Wed	02:53 PM	8.68	265	H
2017/12/06	Wed	09:47 PM	-1.32	-40	L
2017/12/07	Thu	04:32 AM	7.20	219	H
2017/12/07	Thu	09:55 AM	2.59	79	L
2017/12/07	Thu	03:47 PM	8.10	247	H
2017/12/07	Thu	10:38 PM	-0.84	-26	L
2017/12/08	Fri	05:28 AM	7.15	218	H
2017/12/08	Fri	10:59 AM	2.67	81	L
2017/12/08	Fri	04:46 PM	7.38	225	H
2017/12/08	Fri	11:32 PM	-0.24	-7	L
2017/12/09	Sat	06:25 AM	7.14	218	H
2017/12/09	Sat	12:11 PM	2.63	80	L
2017/12/09	Sat	05:54 PM	6.66	203	H
2017/12/10	Sun	12:29 AM	0.40	12	L
2017/12/10	Sun	07:22 AM	7.20	219	H
2017/12/10	Sun	01:28 PM	2.39	73	L
2017/12/10	Sun	07:09 PM	6.05	184	H
2017/12/11	Mon	01:28 AM	1.01	31	L
2017/12/11	Mon	08:18 AM	7.33	223	H
2017/12/11	Mon	02:42 PM	1.96	60	L
2017/12/11	Mon	08:29 PM	5.71	174	H
2017/12/12	Tue	02:28 AM	1.54	47	L
2017/12/12	Tue	09:09 AM	7.50	229	H
2017/12/12	Tue	03:47 PM	1.43	44	L
2017/12/12	Tue	09:46 PM	5.63	172	H
2017/12/13	Wed	03:25 AM	1.97	60	L
2017/12/13	Wed	09:55 AM	7.67	234	H
2017/12/13	Wed	04:41 PM	0.90	27	L
2017/12/13	Wed	10:53 PM	5.76	176	H
2017/12/14	Thu	04:18 AM	2.30	70	L
2017/12/14	Thu	10:37 AM	7.81	238	H
2017/12/14	Thu	05:27 PM	0.45	14	L
2017/12/14	Thu	11:50 PM	5.96	182	H
2017/12/15	Fri	05:06 AM	2.54	77	L
2017/12/15	Fri	11:16 AM	7.91	241	H
2017/12/15	Fri	06:08 PM	0.10	3	L
2017/12/16	Sat	12:37 AM	6.16	188	H
2017/12/16	Sat	05:49 AM	2.72	83	L
2017/12/16	Sat	11:52 AM	7.97	243	H
2017/12/16	Sat	06:45 PM	-0.15	-5	L
2017/12/17	Sun	01:19 AM	6.33	193	H
2017/12/17	Sun	06:29 AM	2.84	87	L
2017/12/17	Sun	12:27 PM	7.97	243	H
2017/12/17	Sun	07:20 PM	-0.30	-9	L
2017/12/18	Mon	01:57 AM	6.45	197	H
2017/12/18	Mon	07:07 AM	2.93	89	L
2017/12/18	Mon	01:01 PM	7.91	241	H
2017/12/18	Mon	07:54 PM	-0.35	-11	L
2017/12/19	Tue	02:34 AM	6.51	198	H
2017/12/19	Tue	07:45 AM	3.00	91	L
2017/12/19	Tue	01:34 PM	7.79	237	H
2017/12/19	Tue	08:28 PM	-0.33	-10	L
2017/12/20	Wed	03:10 AM	6.53	199	H
2017/12/20	Wed	08:22 AM	3.07	94	L
2017/12/20	Wed	02:08 PM	7.61	232	H
2017/12/20	Wed	09:03 PM	-0.23	-7	L
2017/12/21	Thu	03:47 AM	6.52	199	H
2017/12/21	Thu	09:01 AM	3.13	95	L
2017/12/21	Thu	02:44 PM	7.35	224	H
2017/12/21	Thu	09:38 PM	-0.05	-2	L
2017/12/22	Fri	04:26 AM	6.49	198	H
2017/12/22	Fri	09:42 AM	3.17	97	L
2017/12/22	Fri	03:21 PM	7.01	214	H
2017/12/22	Fri	10:14 PM	0.20	6	L
2017/12/23	Sat	05:06 AM	6.49	198	H
2017/12/23	Sat	10:30 AM	3.18	97	L
2017/12/23	Sat	04:04 PM	6.61	201	H
2017/12/23	Sat	10:52 PM	0.51	16	L
2017/12/24	Sun	05:48 AM	6.54	199	H
2017/12/24	Sun	11:25 AM	3.10	94	L
2017/12/24	Sun	04:55 PM	6.17	188	H
2017/12/24	Sun	11:34 PM	0.89	27	L
2017/12/25	Mon	06:32 AM	6.68	204	H
2017/12/25	Mon	12:29 PM	2.87	87	L
2017/12/25	Mon	05:58 PM	5.74	175	H
2017/12/26	Tue	12:21 AM	1.30	40	L
2017/12/26	Tue	07:18 AM	6.91	211	H
2017/12/26	Tue	01:38 PM	2.45	75	L
2017/12/26	Tue	07:15 PM	5.43	166	H
2017/12/27	Wed	01:15 AM	1.71	52	L
2017/12/27	Wed	08:06 AM	7.24	221	H
2017/12/27	Wed	02:45 PM	1.83	56	L
2017/12/27	Wed	08:37 PM	5.37	164	H
2017/12/28	Thu	02:14 AM	2.07	63	L
2017/12/28	Thu	08:55 AM	7.66	233	H
2017/12/28	Thu	03:46 PM	1.06	32	L
2017/12/28	Thu	09:54 PM	5.57	170	H
2017/12/29	Fri	03:16 AM	2.32	71	L
2017/12/29	Fri	09:44 AM	8.12	247	H
2017/12/29	Fri	04:41 PM	0.24	7	L
2017/12/29	Fri	11:02 PM	5.95	181	H
2017/12/30	Sat	04:16 AM	2.46	75	L
2017/12/30	Sat	10:33 AM	8.59	262	H
2017/12/30	Sat	05:32 PM	-0.52	-16	L
2017/12/31	Sun	12:02 AM	6.39	195	H
2017/12/31	Sun	05:13 AM	2.48	76	L
2017/12/31	Sun	11:23 AM	8.98	274	H
2017/12/31	Sun	06:22 PM	-1.18	-36	L
